	Leafname	GenbkID	KS_index	ClusterID	Clade
7647	FQ859185|c13|3798621-3804833|+|SCAT_3576|putative_polyketide_synthase|CCB76272|1602-2020|KS2|KS2	FQ859185	KS2	c13	Clade_4
7648	FQ859185|c13|3798621-3804833|+|SCAT_3576|putative_polyketide_synthase|CCB76272|430-861|KS1|KS1	FQ859185	KS1	c13	Clade_9
7649	FQ859185|c13|3804857-3818683|+|SCAT_3577|putative_polyketide_synthase|CCB76273|2608-3033|KS2|KS4	FQ859185	KS4	c13	Clade_22
7650	FQ859185|c13|3804857-3818683|+|SCAT_3577|putative_polyketide_synthase|CCB76273|3806-4242|KS3|KS5	FQ859185	KS5	c13	Clade_22
7651	FQ859185|c13|3804857-3818683|+|SCAT_3577|putative_polyketide_synthase|CCB76273|905-1332|KS1|KS3	FQ859185	KS3	c13	Clade_66
7652	FQ859185|c13|3818680-3823440|+|SCAT_3578|putative_hybrid_non-ribosomal_peptide_synthetase_polyketide_synthase|CCB76274|1152-1584|KS1|KS6	FQ859185	KS6	c13	Clade_7
7653	FQ859185|c13|3823441-3843606|+|SCAT_3579|putative_polyketide_synthase|CCB76275|1054-1472|KS1|KS7	FQ859185	KS7	c13	Clade_66
7654	FQ859185|c13|3823441-3843606|+|SCAT_3579|putative_polyketide_synthase|CCB76275|2952-3366|KS2|KS8	FQ859185	KS8	c13	Clade_66
7655	FQ859185|c13|3823441-3843606|+|SCAT_3579|putative_polyketide_synthase|CCB76275|3787-4223|KS3|KS9	FQ859185	KS9	c13	Clade_22
7656	FQ859185|c13|3823441-3843606|+|SCAT_3579|putative_polyketide_synthase|CCB76275|5003-5427|KS4|KS10	FQ859185	KS10	c13	Clade_29
7657	FQ859185|c13|3823441-3843606|+|SCAT_3579|putative_polyketide_synthase|CCB76275|6245-6663|KS5|KS11	FQ859185	KS11	c13	Clade_4
7658	FQ859185|c13|3843620-3851125|+|SCAT_3580|putative_polyketide_synthase|CCB76276|916-1340|KS1|KS12	FQ859185	KS12	c13	Clade_66
7659	FQ859185|c13|3851204-3858760|+|SCAT_3581|putative_3-oxoacyl-acyl-carrier-protein_reductase|CCB76277|1645-2025|KS2|KS14	FQ859185	KS14	c13	Clade_40
7660	FQ859185|c13|3851204-3858760|+|SCAT_3581|putative_3-oxoacyl-acyl-carrier-protein_reductase|CCB76277|36-445|KS1|KS13	FQ859185	KS13	c13	Clade_40
7661	FR687018|c1|15573-21695|+|no_locus_tag|polyketide_synthase_non_ribosomal_peptide_synthetase|CBW54671|111-530|KS1|KS1	FR687018	KS1	c1	clade_not_conserved
7662	FR687018|c1|23558-25348|+|no_locus_tag|ketosynthase|CBW54673|14-433|KS1|KS2	FR687018	KS2	c1	Clade_2
7663	FR687359|c3|1576869-1584719||RBRH_02572|RhiF|CBW75248|1551-1982|KS2|KS16	FR687359	KS16	c3	Clade_74
7664	FR687359|c3|1576869-1584719||RBRH_02572|RhiF|CBW75248|58-475|KS1|KS15	FR687359	KS15	c3	Clade_39
7665	FR687359|c3|1584778-1597533||RBRH_02573|Modular_polyketide_synthase_EC_2.3.1.|CBW75249|1675-2091|KS2|KS13	FR687359	KS13	c3	Clade_78
7666	FR687359|c3|1584778-1597533||RBRH_02573|Modular_polyketide_synthase_EC_2.3.1.|CBW75249|3224-3659|KS3|KS14	FR687359	KS14	c3	Clade_61
7667	FR687359|c3|1584778-1597533||RBRH_02573|Modular_polyketide_synthase_EC_2.3.1.|CBW75249|466-887|KS1|KS12	FR687359	KS12	c3	Clade_5
7668	FR687359|c3|1599081-1611560||RBRH_02576|Modular_polyketide_synthase_EC_2.3.1.|CBW75251|1562-1998|KS2|KS10	FR687359	KS10	c3	Clade_12
7669	FR687359|c3|1599081-1611560||RBRH_02576|Modular_polyketide_synthase_EC_2.3.1.|CBW75251|3547-3972|KS3|KS11	FR687359	KS11	c3	Clade_72
7670	FR687359|c3|1599081-1611560||RBRH_02576|Modular_polyketide_synthase_EC_2.3.1.|CBW75251|61-473|KS1|KS9	FR687359	KS9	c3	Clade_80
7671	FR687359|c3|1611611-1627318||RBRH_02577|Modular_polyketide_synthase_EC_2.3.1.|CBW75252|2197-2608|KS2|KS7	FR687359	KS7	c3	Clade_80
7672	FR687359|c3|1611611-1627318||RBRH_02577|Modular_polyketide_synthase_EC_2.3.1.|CBW75252|3396-3825|KS3|KS8	FR687359	KS8	c3	Clade_53
7673	FR687359|c3|1611611-1627318||RBRH_02577|Modular_polyketide_synthase_EC_2.3.1.|CBW75252|522-932|KS1|KS6	FR687359	KS6	c3	Clade_47
7674	FR687359|c3|1627380-1647785||RBRH_02578|Modular_polyketide_synthase_EC_2.3.1.|CBW75253|1120-1530|KS1|KS2	FR687359	KS2	c3	Clade_75
7675	FR687359|c3|1627380-1647785||RBRH_02578|Modular_polyketide_synthase_EC_2.3.1.|CBW75253|1836-2277|KS2|KS3	FR687359	KS3	c3	Clade_44
7676	FR687359|c3|1627380-1647785||RBRH_02578|Modular_polyketide_synthase_EC_2.3.1.|CBW75253|3832-4252|KS3|KS4	FR687359	KS4	c3	Clade_47
7677	FR687359|c3|1627380-1647785||RBRH_02578|Modular_polyketide_synthase_EC_2.3.1.|CBW75253|5369-5800|KS4|KS5	FR687359	KS5	c3	Clade_62
7678	FR687359|c3|1647978-1655060||RBRH_02580|Modular_polyketide_synthase_EC_2.3.1.|CBW75254|788-1201|KS1|KS1	FR687359	KS1	c3	Clade_33
7679	FR854071|c2|325275-337931|+|BDB_150286|RhiE_polyketide_synthase_rhizoxin_biosynthesis|CCA81724|1657-2073|KS2|KS2	FR854071	KS2	c2	Clade_78
7680	FR854071|c2|325275-337931|+|BDB_150286|RhiE_polyketide_synthase_rhizoxin_biosynthesis|CCA81724|3178-3613|KS3|KS3	FR854071	KS3	c2	Clade_61
7681	FR854071|c2|325275-337931|+|BDB_150286|RhiE_polyketide_synthase_rhizoxin_biosynthesis|CCA81724|454-875|KS1|KS1	FR854071	KS1	c2	Clade_5
7682	FR854071|c2|338016-345833|+|BDB_150288|RhiF_polyketide_synthase_rhizoxin_biosynthesis|CCA81726|1541-1972|KS2|KS5	FR854071	KS5	c2	Clade_74
7683	FR854071|c2|338016-345833|+|BDB_150288|RhiF_polyketide_synthase_rhizoxin_biosynthesis|CCA81726|51-473|KS1|KS4	FR854071	KS4	c2	Clade_39
7684	FR854071|c2|345899-353032|+|BDB_150289|RhiA_polyketide_synthase_non-ribosomal_peptide_synthetase_rhizoxin_biosynthesis|CCA81727|792-1206|KS1|KS6	FR854071	KS6	c2	Clade_33
7685	FR854394|c1|43574-49810|+|no_locus_tag|trans-AT_type_I_polyketide_synthase|CCA89327|1356-1777|KS2|KS10	FR854394	KS10	c1	Clade_73
7686	FR854394|c1|43574-49810|+|no_locus_tag|trans-AT_type_I_polyketide_synthase|CCA89327|153-577|KS1|KS9	FR854394	KS9	c1	Clade_90
7687	FR854394|c1|49812-73226|+|no_locus_tag|mixed_trans-AT_type_I_polyketide_synthase_nonribosomal_peptide_synthetase|CCA89328|1786-2198|KS1|KS11	FR854394	KS11	c1	Clade_75
7688	FR854394|c1|49812-73226|+|no_locus_tag|mixed_trans-AT_type_I_polyketide_synthase_nonribosomal_peptide_synthetase|CCA89328|2488-2913|KS2|KS12	FR854394	KS12	c1	Clade_44
7689	FR854394|c1|49812-73226|+|no_locus_tag|mixed_trans-AT_type_I_polyketide_synthase_nonribosomal_peptide_synthetase|CCA89328|3678-4091|KS3|KS13	FR854394	KS13	c1	Clade_49
7690	FR854394|c1|49812-73226|+|no_locus_tag|mixed_trans-AT_type_I_polyketide_synthase_nonribosomal_peptide_synthetase|CCA89328|4686-5109|KS4|KS14	FR854394	KS14	c1	Clade_81
7691	FR854394|c1|49812-73226|+|no_locus_tag|mixed_trans-AT_type_I_polyketide_synthase_nonribosomal_peptide_synthetase|CCA89328|5671-6101|KS5|KS15	FR854394	KS15	c1	clade_not_conserved
7692	FR854394|c1|49812-73226|+|no_locus_tag|mixed_trans-AT_type_I_polyketide_synthase_nonribosomal_peptide_synthetase|CCA89328|7180-7606|KS6|KS16	FR854394	KS16	c1	Clade_68
7693	FR854394|c1|6639-43580|+|no_locus_tag|mixed_trans-AT_type_I_polyketide_synthase_nonribosomal_peptide_synthetase|CCA89326|10859-11281|KS8|KS8	FR854394	KS8	c1	Clade_81
7694	FR854394|c1|6639-43580|+|no_locus_tag|mixed_trans-AT_type_I_polyketide_synthase_nonribosomal_peptide_synthetase|CCA89326|1563-1996|KS1|KS1	FR854394	KS1	c1	Clade_30
7695	FR854394|c1|6639-43580|+|no_locus_tag|mixed_trans-AT_type_I_polyketide_synthase_nonribosomal_peptide_synthetase|CCA89326|3021-3449|KS2|KS2	FR854394	KS2	c1	Clade_31
7696	FR854394|c1|6639-43580|+|no_locus_tag|mixed_trans-AT_type_I_polyketide_synthase_nonribosomal_peptide_synthetase|CCA89326|4632-5055|KS3|KS3	FR854394	KS3	c1	Clade_49
7697	FR854394|c1|6639-43580|+|no_locus_tag|mixed_trans-AT_type_I_polyketide_synthase_nonribosomal_peptide_synthetase|CCA89326|5696-6121|KS4|KS4	FR854394	KS4	c1	Clade_81
7698	FR854394|c1|6639-43580|+|no_locus_tag|mixed_trans-AT_type_I_polyketide_synthase_nonribosomal_peptide_synthetase|CCA89326|6438-6851|KS5|KS5	FR854394	KS5	c1	Clade_67
7699	FR854394|c1|6639-43580|+|no_locus_tag|mixed_trans-AT_type_I_polyketide_synthase_nonribosomal_peptide_synthetase|CCA89326|8628-9052|KS6|KS6	FR854394	KS6	c1	Clade_90
7700	FR854394|c1|6639-43580|+|no_locus_tag|mixed_trans-AT_type_I_polyketide_synthase_nonribosomal_peptide_synthetase|CCA89326|9845-10255|KS7|KS7	FR854394	KS7	c1	Clade_49
7701	FR854394|c1|73223-85105|+|no_locus_tag|trans-AT_type_I_polyketide_synthase|CCA89329|1713-2136|KS2|KS18	FR854394	KS18	c1	Clade_81
7702	FR854394|c1|73223-85105|+|no_locus_tag|trans-AT_type_I_polyketide_synthase|CCA89329|2932-3357|KS3|KS19	FR854394	KS19	c1	Clade_34
7703	FR854394|c1|73223-85105|+|no_locus_tag|trans-AT_type_I_polyketide_synthase|CCA89329|667-1097|KS1|KS17	FR854394	KS17	c1	Clade_49
7704	FR878059|c1|13158-32300|+|no_locus_tag|type-I_polyketide_synthases|CCC21123|14-446|KS1|KS1	FR878059	KS1	c1	Clade_6
7705	FR878059|c1|13158-32300|+|no_locus_tag|type-I_polyketide_synthases|CCC21123|1616-2052|KS2|KS2	FR878059	KS2	c1	Clade_61
7706	FR878059|c1|13158-32300|+|no_locus_tag|type-I_polyketide_synthases|CCC21123|2637-3060|KS3|KS3	FR878059	KS3	c1	Clade_39
7707	FR878059|c1|13158-32300|+|no_locus_tag|type-I_polyketide_synthases|CCC21123|3803-4230|KS4|KS4	FR878059	KS4	c1	Clade_52
7708	FR878059|c1|13158-32300|+|no_locus_tag|type-I_polyketide_synthases|CCC21123|4531-4945|KS5|KS5	FR878059	KS5	c1	Clade_93
7709	FR901464_Fr9C_1_KS1_unusualstarter_lactate	FR901464_Fr9C_1_KS1_unusualstarter_lactate	FR901464_Fr9C_1_KS1_unusualstarter_lactate		Clade_45
7710	FR901464_Fr9C_2_KS2_0bOH	FR901464_Fr9C_2_KS2_0bOH	FR901464_Fr9C_2_KS2_0bOH		Clade_60
7711	FR901464_Fr9C_3_KS3_0eDB	FR901464_Fr9C_3_KS3_0eDB	FR901464_Fr9C_3_KS3_0eDB		Clade_86
7712	FR901464_Fr9D_1_KS4_AAthr	FR901464_Fr9D_1_KS4_AAthr	FR901464_Fr9D_1_KS4_AAthr		Clade_1
7713	FR901464_Fr9F_2_KS5_reda_L_Me	FR901464_Fr9F_2_KS5_reda_L_Me	FR901464_Fr9F_2_KS5_reda_L_Me		Clade_93
7714	FR901464_Fr9F_3_KS6_pyran	FR901464_Fr9F_3_KS6_pyran	FR901464_Fr9F_3_KS6_pyran		Clade_23
7715	FR901464_Fr9F_4_KS7_aMeeDB	FR901464_Fr9F_4_KS7_aMeeDB	FR901464_Fr9F_4_KS7_aMeeDB		Clade_47
7716	FR901464_Fr9GH_1_KS8_eDB	FR901464_Fr9GH_1_KS8_eDB	FR901464_Fr9GH_1_KS8_eDB		Clade_62
7717	FR901464_Fr9GH_2_KS10_exometh	FR901464_Fr9GH_2_KS10_exometh	FR901464_Fr9GH_2_KS10_exometh		Clade_53
7718	FR901464_Fr9GH_3_KS9_b_D_OH	FR901464_Fr9GH_3_KS9_b_D_OH	FR901464_Fr9GH_3_KS9_b_D_OH		Clade_87
7719	FR901464_Fr9I_1_KS11_0b_D_OH	FR901464_Fr9I_1_KS11_0b_D_OH	FR901464_Fr9I_1_KS11_0b_D_OH		Clade_36
7720	FR901464_Fr9I_2_KS12_0pyran	FR901464_Fr9I_2_KS12_0pyran	FR901464_Fr9I_2_KS12_0pyran		Clade_23
7721	FR901464|HM047288|14687-29872|+||Fr9C|ADH01484||KS1|KS1	FR901464	KS1	HM047288	Clade_45
7722	FR901464|HM047288|14687-29872|+||Fr9C|ADH01484||KS2|KS2	FR901464	KS2	HM047288	Clade_60
7723	FR901464|HM047288|14687-29872|+||Fr9C|ADH01484||KS3|KS3	FR901464	KS3	HM047288	Clade_86
7724	FR901464|HM047288|29945-35257|+||Fr9D|ADH01485||KS1|KS4	FR901464	KS4	HM047288	Clade_1
7725	FR901464|HM047288|38867-53581|+||Fr9F|ADH01487||KS1|KS5	FR901464	KS5	HM047288	Clade_93
7726	FR901464|HM047288|38867-53581|+||Fr9F|ADH01487||KS2|KS6	FR901464	KS6	HM047288	Clade_23
7727	FR901464|HM047288|38867-53581|+||Fr9F|ADH01487||KS3|KS7	FR901464	KS7	HM047288	Clade_47
7728	FR901464|HM047288|53637-62690|+||Fr9G|ADH01488||KS1|KS8	FR901464	KS8	HM047288	Clade_62
7729	FR901464|HM047288|62806-70794|+||Fr9H|ADH01489||KS2|KS9	FR901464	KS9	HM047288	Clade_87
7730	FR901464|HM047288|70796-79954|+||Fr9I|ADH01490||KS1|KS10	FR901464	KS10	HM047288	Clade_36
7731	FR901464|HM047288|70796-79954|+||Fr9I|ADH01490||KS2|KS11	FR901464	KS11	HM047288	Clade_23
7732	GG657738|c19|6201351-6205925|+|MCAG_05185|polyketide_synthase|EEP74858|1-271|KS1|KS1	GG657738	KS1	c19	Clade_89
7733	GG657738|c19|6201351-6205925|+|MCAG_05185|polyketide_synthase|EEP74858|980-1405|KS2|KS2	GG657738	KS2	c19	clade_not_conserved
7734	GG657738|c19|6206897-6210250|+|MCAG_05186|polyketide_synthase|EEP74859|415-858|KS1|KS3	GG657738	KS3	c19	Clade_29
7735	GG657738|c19|6210882-6214787|+|MCAG_05187|polyketide_synthase|EEP74860|648-1073|KS1|KS4	GG657738	KS4	c19	clade_not_conserved
7736	GG657738|c19|6214723-6217434|+|MCAG_05188|polyketide_synthase|EEP74861|349-771|KS1|KS5	GG657738	KS5	c19	Clade_5
7737	GG657738|c19|6218381-6226294|+|MCAG_05189|polyketide_synthase|EEP74862|2098-2518|KS2|KS7	GG657738	KS7	c19	clade_not_conserved
7738	GG657738|c19|6218381-6226294|+|MCAG_05189|polyketide_synthase|EEP74862|399-833|KS1|KS6	GG657738	KS6	c19	Clade_29
7739	GG657738|c19|6231048-6232310|+|MCAG_05191|polyketide_synthase|EEP74864|1-353|KS1|KS8	GG657738	KS8	c19	clade_not_conserved
7740	GG657738|c19|6232317-6237074|+|MCAG_05192|polyketide_synthase|EEP74865|1064-1490|KS1|KS9	GG657738	KS9	c19	clade_not_conserved
7741	GG657738|c19|6245332-6249786|+|MCAG_05195|polyketide_synthase|EEP74868|196-628|KS1|KS10	GG657738	KS10	c19	Clade_71
7742	GG657738|c19|6249881-6252490|+|MCAG_05196|polyketide_synthase|EEP74869|27-451|KS1|KS11	GG657738	KS11	c19	Clade_40
7743	GG657754|c13|2346795-2366507||SSOG_01852|polyketide_synthase|EFL22140|1801-2237|KS2|KS2	GG657754	KS2	c13	Clade_61
7744	GG657754|c13|2346795-2366507||SSOG_01852|polyketide_synthase|EFL22140|199-631|KS1|KS1	GG657754	KS1	c13	Clade_6
7745	GG657754|c13|2346795-2366507||SSOG_01852|polyketide_synthase|EFL22140|2822-3245|KS3|KS3	GG657754	KS3	c13	Clade_39
7746	GG657754|c13|2346795-2366507||SSOG_01852|polyketide_synthase|EFL22140|3993-4420|KS4|KS4	GG657754	KS4	c13	Clade_52
7747	GG657754|c13|2346795-2366507||SSOG_01852|polyketide_synthase|EFL22140|4721-5135|KS5|KS5	GG657754	KS5	c13	Clade_93
7748	GG657754|c13|2379568-2380854|+|SSOG_01866|3-oxoacyl-acyl-carrier-protein_synthase_II|EFL22154|24-428|KS1|KS1b	GG657754	KS1b	c13	Clade_36
7749	GG657754|c30|8615275-8623587|+|SSOG_07310|non-ribosomal_peptide_synthetase_polyketide_synthase_Ta1|EFL27596|2025-2447|KS2|KS2	GG657754	KS2	c30	Clade_74
7750	GG657754|c30|8615275-8623587|+|SSOG_07310|non-ribosomal_peptide_synthetase_polyketide_synthase_Ta1|EFL27596|798-1223|KS1|KS1	GG657754	KS1	c30	Clade_64
7751	GG657754|c30|8645036-8648269|+|SSOG_07314|modular_polyketide_synthase|EFL27600|417-853|KS1|KS3	GG657754	KS3	c30	Clade_48
7752	GG657754|c30|8648677-8662518|+|SSOG_07315|polyketide_synthase|EFL27601|1496-1920|KS1|KS4	GG657754	KS4	c30	Clade_30
7753	GG657754|c30|8648677-8662518|+|SSOG_07315|polyketide_synthase|EFL27601|2962-3388|KS2|KS5	GG657754	KS5	c30	Clade_66
7754	GG657754|c30|8648677-8662518|+|SSOG_07315|polyketide_synthase|EFL27601|4170-4573|KS3|KS6	GG657754	KS6	c30	Clade_3
7755	GG657758|c21|7931612-7937177|+|SSRG_06288|polyketide_synthase|EFL43484|7-443|KS1|KS1	GG657758	KS1	c21	Clade_7
7756	GG657758|c21|7931612-7937177|+|SSRG_06288|polyketide_synthase|EFL43484|791-1202|KS2|KS2	GG657758	KS2	c21	Clade_78
7757	GG657758|c21|7937293-7955070|+|SSRG_06289|polyketide_synthase|EFL43485|1762-2173|KS2|KS4	GG657758	KS4	c21	Clade_78
7758	GG657758|c21|7937293-7955070|+|SSRG_06289|polyketide_synthase|EFL43485|3624-4038|KS3|KS5	GG657758	KS5	c21	clade_not_conserved
7759	GG657758|c21|7937293-7955070|+|SSRG_06289|polyketide_synthase|EFL43485|483-909|KS1|KS3	GG657758	KS3	c21	clade_not_conserved
7760	GG657758|c21|7937293-7955070|+|SSRG_06289|polyketide_synthase|EFL43485|5252-5689|KS4|KS6	GG657758	KS6	c21	Clade_54
7761	GG657758|c21|7956550-7957986|+|SSRG_06290|non-ribosomal_peptide_synthetase_polyketide_synthase_Ta1|EFL43486|121-477|KS1|KS7	GG657758	KS7	c21	Clade_54
7762	GG657758|c21|7958401-7966965|+|SSRG_06291|polyketide_synthase|EFL43487|2084-2521|KS2|KS9	GG657758	KS9	c21	Clade_63
7763	GG657758|c21|7958401-7966965|+|SSRG_06291|polyketide_synthase|EFL43487|574-1009|KS1|KS8	GG657758	KS8	c21	Clade_64
7764	GG657758|c21|7968384-7970843|+|SSRG_06292|non-ribosomal_peptide_synthetase_polyketide_synthase_Ta1|EFL43488|260-698|KS1|KS10	GG657758	KS10	c21	Clade_64
7765	GG657758|c21|7971278-7974466|+|SSRG_06293|mixed_type_I_polyketide_synthase|EFL43489|563-1001|KS1|KS11	GG657758	KS11	c21	Clade_78
7766	GG657758|c21|7974567-7977194|+|SSRG_06294|polyketide_synthase|EFL43490|449-873|KS1|KS12	GG657758	KS12	c21	Clade_82
7767	GG657758|c21|7977187-7986216|+|SSRG_06295|polyketide_synthase|EFL43491|1054-1492|KS1|KS13	GG657758	KS13	c21	Clade_64
7768	GG657758|c21|7977187-7986216|+|SSRG_06295|polyketide_synthase|EFL43491|1934-2357|KS2|KS14	GG657758	KS14	c21	Clade_82
7769	GG657758|c21|7987931-7989899|+|SSRG_06296|polyketide_synthase|EFL43492|1-410|KS1|KS15	GG657758	KS15	c21	Clade_93
7770	GG657758|c21|7992381-7996911|+|SSRG_06298|PfaD_family_protein|EFL43494|25-456|KS1|KS16	GG657758	KS16	c21	Clade_74
7771	GG657758|c21|8001150-8002397|+|SSRG_06304|polyketide_synthase|EFL43500|11-415|KS1|KS17	GG657758	KS17	c21	clade_not_conserved
7772	GG770539|c1|249295-252081||SSBG_02997|mixed_type_I_polyketide_synthase-_peptide_synthetase|EDY45091|378-826|KS1|KS5	GG770539	KS5	c1	Clade_21
7773	GG770539|c1|262828-266767||SSBG_05002|non-ribosomal_peptide_synthetase_polyketide_synthase_Ta1|EFG64222|954-1313|KS1|KS4	GG770539	KS4	c1	Clade_66
7774	GG770539|c1|279833-286189||SSBG_01228|polyketide_synthase|EDY43266|1624-2040|KS2|KS3	GG770539	KS3	c1	Clade_4
7775	GG770539|c1|279833-286189||SSBG_01228|polyketide_synthase|EDY43266|334-755|KS1|KS2	GG770539	KS2	c1	Clade_44
7776	GG770539|c1|292493-295210||SSBG_01234|non-ribosomal_peptide_synthetase_polyketide_synthase_Ta1|EDY43272|480-901|KS1|KS1	GG770539	KS1	c1	Clade_75
7777	GL877172|c32|8346796-8357673|+|SACT1_7132|amino_acid_adenylation_domain_protein|EGE46420|1123-1552|KS1|KS1	GL877172	KS1	c32	clade_not_conserved
7778	GL877172|c32|8346796-8357673|+|SACT1_7132|amino_acid_adenylation_domain_protein|EGE46420|2291-2702|KS2|KS2	GL877172	KS2	c32	Clade_93
7779	GL877172|c32|8357697-8362133|+|SACT1_7133|6-deoxyerythronolide-B_synthase|EGE46421|502-915|KS1|KS3	GL877172	KS3	c32	Clade_33
7780	GL877172|c32|8362126-8370498|+|SACT1_7134|6-deoxyerythronolide-B_synthase|EGE46422|1012-1435|KS2|KS4	GL877172	KS4	c32	Clade_40
7781	GL877172|c32|8379863-8393896|+|SACT1_7141|Mycocerosate_synthase._6-deoxyerythronolide-B_synthase|EGE46429|13-449|KS1|KS5	GL877172	KS5	c32	Clade_6
7782	GL877172|c32|8379863-8393896|+|SACT1_7141|Mycocerosate_synthase._6-deoxyerythronolide-B_synthase|EGE46429|1600-2035|KS2|KS6	GL877172	KS6	c32	Clade_61
7783	GL877172|c32|8379863-8393896|+|SACT1_7141|Mycocerosate_synthase._6-deoxyerythronolide-B_synthase|EGE46429|2685-3108|KS3|KS7	GL877172	KS7	c32	Clade_39
7784	GL877172|c32|8379863-8393896|+|SACT1_7141|Mycocerosate_synthase._6-deoxyerythronolide-B_synthase|EGE46429|3863-4290|KS4|KS8	GL877172	KS8	c32	Clade_52
7785	GL877172|c32|8393899-8400603|+|SACT1_7142|6-deoxyerythronolide-B_synthase|EGE46430|1-411|KS1|KS9	GL877172	KS9	c32	Clade_93
7786	GQ274953|c1|17568-41648|+|no_locus_tag|AT-less_polyketide_synthase|ACY01391|1299-1706|KS2|KS5	GQ274953	KS5	c1	Clade_93
7787	GQ274953|c1|17568-41648|+|no_locus_tag|AT-less_polyketide_synthase|ACY01391|3143-3576|KS3|KS6	GQ274953	KS6	c1	Clade_63
7788	GQ274953|c1|17568-41648|+|no_locus_tag|AT-less_polyketide_synthase|ACY01391|4774-5186|KS4|KS7	GQ274953	KS7	c1	Clade_93
7789	GQ274953|c1|17568-41648|+|no_locus_tag|AT-less_polyketide_synthase|ACY01391|5507-5918|KS5|KS8	GQ274953	KS8	c1	Clade_93
7790	GQ274953|c1|17568-41648|+|no_locus_tag|AT-less_polyketide_synthase|ACY01391|555-984|KS1|KS4	GQ274953	KS4	c1	Clade_52
7791	GQ274953|c1|17568-41648|+|no_locus_tag|AT-less_polyketide_synthase|ACY01391|7061-7496|KS6|KS9	GQ274953	KS9	c1	Clade_12
7792	GQ274953|c1|41705-47566|+|no_locus_tag|AT-less_polyketide_synthase|ACY01392|176-611|KS1|KS10	GQ274953	KS10	c1	Clade_12
7793	GQ274953|c1|7943-17521|+|no_locus_tag|AT-less_polyketide_synthase|ACY01390|14-444|KS1|KS1	GQ274953	KS1	c1	Clade_6
7794	GQ274953|c1|7943-17521|+|no_locus_tag|AT-less_polyketide_synthase|ACY01390|1508-1939|KS2|KS2	GQ274953	KS2	c1	Clade_61
7795	GQ274953|c1|7943-17521|+|no_locus_tag|AT-less_polyketide_synthase|ACY01390|2547-2976|KS3|KS3	GQ274953	KS3	c1	Clade_39
7796	GQ274954|c1|14549-39631|+|no_locus_tag|AT-less_polyketide_synthase|ACY01401|1411-1816|KS2|KS5	GQ274954	KS5	c1	Clade_93
7797	GQ274954|c1|14549-39631|+|no_locus_tag|AT-less_polyketide_synthase|ACY01401|3371-3804|KS3|KS6	GQ274954	KS6	c1	Clade_63
7798	GQ274954|c1|14549-39631|+|no_locus_tag|AT-less_polyketide_synthase|ACY01401|5092-5504|KS4|KS7	GQ274954	KS7	c1	Clade_93
7799	GQ274954|c1|14549-39631|+|no_locus_tag|AT-less_polyketide_synthase|ACY01401|5708-6117|KS5|KS8	GQ274954	KS8	c1	Clade_93
7800	GQ274954|c1|14549-39631|+|no_locus_tag|AT-less_polyketide_synthase|ACY01401|640-1080|KS1|KS4	GQ274954	KS4	c1	Clade_52
7801	GQ274954|c1|14549-39631|+|no_locus_tag|AT-less_polyketide_synthase|ACY01401|7378-7814|KS6|KS9	GQ274954	KS9	c1	Clade_12
7802	GQ274954|c1|39628-45924|+|no_locus_tag|AT-less_polyketide_synthase|ACY01402|242-677|KS1|KS10	GQ274954	KS10	c1	Clade_12
7803	GQ274954|c1|4152-14462|+|no_locus_tag|AT-less_polyketide_synthase|ACY01400|1657-2088|KS2|KS2	GQ274954	KS2	c1	Clade_61
7804	GQ274954|c1|4152-14462|+|no_locus_tag|AT-less_polyketide_synthase|ACY01400|2751-3180|KS3|KS3	GQ274954	KS3	c1	Clade_39
7805	GQ274954|c1|4152-14462|+|no_locus_tag|AT-less_polyketide_synthase|ACY01400|35-465|KS1|KS1	GQ274954	KS1	c1	Clade_6
7806	GQ979609|c1|1-15963|+|no_locus_tag|trans-AT_polyketide_synthase|ADA69237|2274-2711|KS2|KS2	GQ979609	KS2	c1	Clade_54
7807	GQ979609|c1|1-15963|+|no_locus_tag|trans-AT_polyketide_synthase|ADA69237|3746-4167|KS3|KS3	GQ979609	KS3	c1	Clade_87
7808	GQ979609|c1|1-15963|+|no_locus_tag|trans-AT_polyketide_synthase|ADA69237|586-1012|KS1|KS1	GQ979609	KS1	c1	Clade_8
7809	GQ979609|c1|17094-41852|+|no_locus_tag|trans-AT_hybrid_polyketide_synthase-NRPS|ADA69239|1832-2255|KS2|KS5	GQ979609	KS5	c1	Clade_1
7810	GQ979609|c1|17094-41852|+|no_locus_tag|trans-AT_hybrid_polyketide_synthase-NRPS|ADA69239|3807-4235|KS3|KS6	GQ979609	KS6	c1	Clade_72
7811	GQ979609|c1|17094-41852|+|no_locus_tag|trans-AT_hybrid_polyketide_synthase-NRPS|ADA69239|40-467|KS1|KS4	GQ979609	KS4	c1	Clade_34
7812	GQ979609|c1|17094-41852|+|no_locus_tag|trans-AT_hybrid_polyketide_synthase-NRPS|ADA69239|4823-5243|KS4|KS7	GQ979609	KS7	c1	Clade_5
7813	GQ979609|c1|17094-41852|+|no_locus_tag|trans-AT_hybrid_polyketide_synthase-NRPS|ADA69239|6434-6852|KS5|KS8	GQ979609	KS8	c1	Clade_60
7814	GQ979609|c1|51149-52384|+|no_locus_tag|beta-ketoacyl_synthase|ADA69244|9-411|KS1|KS9	GQ979609	KS9	c1	clade_not_conserved
7815	GU479979|c1|1-6720|+|no_locus_tag|Bat1|ADD82939|566-992|KS1|KS1	GU479979	KS1	c1	Clade_8
