,almeida_2019-MGYG-HGUT-01681-c00014_GUT_GEN...k001,parks_2017-DBDG-DBDG01000059.1.k001,parks_2017-DFZW-DFZW01000205.1.k001,parks_2017-DBDG-DBDG01000017.1.k001,parks_2017-DFYA-DFYA01000314.1.k001,parks_2017-DHXK-DHXK01000076.1.k001,parks_2017-DBDG-DBDG01000020.1.k001,stewart_2019-RUG11468-RUG11468_asm_1.k001,almeida_2019-MGYG-HGUT-00012-c00001_GUT_GEN...k002,parks_2017-DDIX-DDIX01000002.1.k002,parks_2017-DFXI-DFXI01000062.1.k001,parks_2017-DJFO-DJFO01000243.1.k001,parks_2017-DISD-DISD01000005.1.k001,almeida_2019-MGYG-HGUT-01689-c00034_GUT_GEN...k001,almeida_2019-MGYG-HGUT-01681-c00019_GUT_GEN...k001,almeida_2019-MGYG-HGUT-02817-c00012_GUT_GEN...k001,parks_2017-DJJW-DJJW01000061.1.k001,parks_2017-DBOQ-DBOQ01000082.1.k001,parks_2017-DHRG-DHRG01000058.1.k001,almeida_2019-MGYG-HGUT-03687-c00003_GUT_GEN...k001,parks_2017-DIUL-DIUL01000142.1.k001,parks_2017-DBOQ-DBOQ01000066.1.k001,parks_2017-DDBQ-DDBQ01000157.1.k001,parks_2017-DJFO-DJFO01000039.1.k001,stewart_2019-RUG10210-RUG10210_asm_46.k001,parks_2017-DLGC-DLGC01000004.1.k001,almeida_2019-MGYG-HGUT-01436-c00001_GUT_GEN...k001,parks_2017-DIHD-DIHD01000005.1.k002,parks_2017-DHXK-DHXK01000210.1.k001,parks_2017-DCNL-DCNL01000004.1.k001,parks_2017-DFNW-DFNW01000012.1.k001,almeida_2019-MGYG-HGUT-02490-c00024_GUT_GEN...k001,parks_2017-DBOQ-DBOQ01000105.1.k001,almeida_2019-MGYG-HGUT-02518-c00007_GUT_GEN...k003,almeida_2019-MGYG-HGUT-03192-c00007_GUT_GEN...k001,parks_2017-DBKX-DBKX01000153.1.k001,parks_2017-DFNW-DFNW01000004.1.k001,parks_2017-DBKX-DBKX01000331.1.k001,parks_2017-DCLJ-DCLJ01000013.1.k001,parks_2017-DBCU-DBCU01000002.1.k002,almeida_2019-MGYG-HGUT-01518-c00006_GUT_GEN...k002,parks_2017-DFNW-DFNW01000019.1.k003,OUTGROUP_2hg4|chainA_EryKS5,almeida_2019-MGYG-HGUT-03687-c00004_GUT_GEN...k001,tully_2018-TOBG_SP-12-c00091_MHASMco...k001,almeida_2019-MGYG-HGUT-01510-c00002_GUT_GEN...k001,parks_2017-DBKX-DBKX01000013.1.k001,parks_2017-DBKX-DBKX01000294.1.k001,parks_2017-DJJR-DJJR01000001.1.k001,parks_2017-DJAM-DJAM01000140.1.k001,parks_2017-DIHD-DIHD01000011.1.k003,parks_2017-DJJW-DJJW01000096.1.k001,parks_2017-DFJO-DFJO01000158.1.k001,OUTGROUP_2qo3|chainA_EryKS3,parks_2017-DJJR-DJJR01000048.1.k001,almeida_2019-MGYG-HGUT-01206-c00001_GUT_GEN...k001,parks_2017-DJFO-DJFO01000344.1.k001,parks_2017-DIHD-DIHD01000011.1.k004,parks_2017-DJJW-DJJW01000026.1.k001,parks_2017-DBKX-DBKX01000126.1.k001,parks_2017-DFNB-DFNB01000085.1.k001,parks_2017-DFNB-DFNB01000077.1.k001,almeida_2019-MGYG-HGUT-02817-c00016_GUT_GEN...k001,parks_2017-DIHD-DIHD01000008.1.k001,parks_2017-DIED-DIED01000005.1.k001,parks_2017-DIED-DIED01000037.1.k002,parks_2017-DJFO-DJFO01000033.1.k001,parks_2017-DIHD-DIHD01000009.1.k002
parks_2017-DFJO-DFJO01000158.1.k001,0.7176009911729295,0.7136514186194016,0.7291258480350035,0.7176009911729295,0.7046027691562766,0.7136514186194016,0.6925473794712566,0.7001650254720008,0.7036924548344589,0.6990041413555677,0.6929836886986376,0.7291258480350035,0.6990041413555677,0.7064930723088361,0.7161854602505096,0.7176009911729295,0.7291258480350035,0.7507837494171504,0.7380061590150457,0.7036924548344589,0.7014681726761128,0.6285956033958567,0.7161854602505096,0.7225990720799419,0.6991557765456315,0.7161854602505096,0.7176009911729295,0.7176009911729295,0.7136514186194016,0.6990041413555677,0.707807770789676,0.7161854602505096,0.7507837494171504,0.6972929699498351,0.7176009911729295,0.7225990720799419,0.7291258480350035,0.7161854602505096,0.7161854602505096,0.6990041413555677,0.7176009911729295,0.7176009911729295,0.7507837494171504,0.7176009911729295,0.6972929699498351,0.7136514186194016,0.7225990720799419,0.7380061590150457,0.7225990720799419,0.7136514186194016,0.7055857873186165,0.3525473794712566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
OUTGROUP_2qo3|chainA_EryKS3,0.8059101888919573,0.7176009911729295,0.7507837494171504,0.8059101888919573,0.7176009911729295,0.7507837494171504,0.7036924548344589,0.7029380120966049,0.707807770789676,0.7055857873186165,0.707807770789676,0.7507837494171504,0.7055857873186165,0.7225990720799419,0.7707099806163874,0.8059101888919573,0.7507837494171504,0.8059101888919573,0.7707099806163874,0.707807770789676,0.710452026228493,0.7029380120966049,0.7707099806163874,0.7380061590150457,0.7225990720799419,0.7707099806163874,0.8059101888919573,0.8059101888919573,0.7507837494171504,0.7055857873186165,0.7136514186194016,0.7707099806163874,0.8059101888919573,0.6993878198996877,0.8059101888919573,0.7380061590150457,0.7507837494171504,0.7707099806163874,0.7707099806163874,0.7055857873186165,0.8059101888919573,0.8059101888919573,0.6799999999999999,0.8059101888919573,0.7507837494171504,0.7176009911729295,0.7380061590150457,0.7707099806163874,0.7380061590150457,0.7507837494171504,0.710452026228493,0.7707099806163874,0.7507837494171504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DJJR-DJJR01000048.1.k001,0.7707099806163874,0.7380061590150457,0.7380061590150457,0.7707099806163874,0.7136514186194016,0.7380061590150457,0.7020599104947127,0.7014681726761128,0.6972929699498351,0.6965956033958567,0.7014681726761128,0.7380061590150457,0.7001650254720008,0.7176009911729295,0.7507837494171504,0.7707099806163874,0.7380061590150457,0.7707099806163874,0.7507837494171504,0.7014681726761128,0.707807770789676,0.7014681726761128,0.7507837494171504,0.7291258480350035,0.7086366843583891,0.7507837494171504,0.7707099806163874,0.7707099806163874,0.7380061590150457,0.6965956033958567,0.7046027691562766,0.7507837494171504,0.7707099806163874,0.6961853287046873,0.7707099806163874,0.7291258480350035,0.7380061590150457,0.7507837494171504,0.7507837494171504,0.6965956033958567,0.7707099806163874,0.7707099806163874,0.7707099806163874,0.7707099806163874,0.7380061590150457,0.7380061590150457,0.7291258480350035,0.7507837494171504,0.7136514186194016,0.7380061590150457,0.6979870926218361,0.7507837494171504,0.7380061590150457,0.7707099806163874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
almeida_2019-MGYG-HGUT-01206-c00001_GUT_GEN...k001,0.6799999999999999,0.7176009911729295,0.7507837494171504,0.6799999999999999,0.7086366843583891,0.7176009911729295,0.7001650254720008,0.707807770789676,0.707807770789676,0.7014681726761128,0.7029380120966049,0.7507837494171504,0.7014681726761128,0.7225990720799419,0.7136514186194016,0.6799999999999999,0.7507837494171504,0.8059101888919573,0.7707099806163874,0.707807770789676,0.7046027691562766,0.7029380120966049,0.7136514186194016,0.7380061590150457,0.7110423378969504,0.7136514186194016,0.6799999999999999,0.6799999999999999,0.7176009911729295,0.7014681726761128,0.7136514186194016,0.7136514186194016,0.8059101888919573,0.6993878198996877,0.6799999999999999,0.7380061590150457,0.7507837494171504,0.7707099806163874,0.7136514186194016,0.7014681726761128,0.6799999999999999,0.6799999999999999,0.8059101888919573,0.6799999999999999,0.7176009911729295,0.7176009911729295,0.7380061590150457,0.7707099806163874,0.7380061590150457,0.7176009911729295,0.710452026228493,0.7136514186194016,0.7176009911729295,0.8059101888919573,0.7707099806163874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DJFO-DJFO01000344.1.k001,0.7707099806163874,0.7380061590150457,0.7380061590150457,0.7707099806163874,0.7136514186194016,0.7380061590150457,0.7020599104947127,0.7014681726761128,0.7014681726761128,0.7001650254720008,0.7055857873186165,0.7380061590150457,0.7001650254720008,0.7176009911729295,0.7507837494171504,0.7707099806163874,0.7380061590150457,0.7707099806163874,0.7507837494171504,0.7014681726761128,0.707807770789676,0.7055857873186165,0.7507837494171504,0.7291258480350035,0.7176009911729295,0.7507837494171504,0.7707099806163874,0.7707099806163874,0.7380061590150457,0.7001650254720008,0.7046027691562766,0.7507837494171504,0.7136514186194016,0.69828059396644,0.7707099806163874,0.7291258480350035,0.7380061590150457,0.7507837494171504,0.7507837494171504,0.7001650254720008,0.7707099806163874,0.7707099806163874,0.7707099806163874,0.7707099806163874,0.7380061590150457,0.7380061590150457,0.7136514186194016,0.7507837494171504,0.7136514186194016,0.7380061590150457,0.7029380120966049,0.7507837494171504,0.7380061590150457,0.7707099806163874,0.7507837494171504,0.7707099806163874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DIHD-DIHD01000011.1.k004,0.7225990720799419,0.7136514186194016,0.7136514186194016,0.7225990720799419,0.7036924548344589,0.7064930723088361,0.6463017244902551,0.6970300893497188,0.6993878198996877,0.69828059396644,0.6375376726598776,0.7136514186194016,0.69828059396644,0.6175038181695203,0.7176009911729295,0.7225990720799419,0.6991557765456315,0.7225990720799419,0.7176009911729295,0.6993878198996877,0.6979649053674104,0.6970300893497188,0.7176009911729295,0.710452026228493,0.6930593737250758,0.7176009911729295,0.7225990720799419,0.7225990720799419,0.7064930723088361,0.69828059396644,0.7020599104947127,0.7176009911729295,0.7225990720799419,0.6948809744532874,0.7225990720799419,0.710452026228493,0.7136514186194016,0.7086366843583891,0.7176009911729295,0.69828059396644,0.7225990720799419,0.7225990720799419,0.7225990720799419,0.7225990720799419,0.7136514186194016,0.7136514186194016,0.710452026228493,0.7176009911729295,0.710452026228493,0.7064930723088361,0.7006377647898823,0.7086366843583891,0.7064930723088361,0.7225990720799419,0.7176009911729295,0.7225990720799419,0.7176009911729295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DJJW-DJJW01000026.1.k001,0.7380061590150457,0.7225990720799419,0.7225990720799419,0.7380061590150457,0.707807770789676,0.7225990720799419,0.6970300893497188,0.6959170312678201,0.6990041413555677,0.6979649053674104,0.6927982587886472,0.7225990720799419,0.6979649053674104,0.7046027691562766,0.7291258480350035,0.7380061590150457,0.7225990720799419,0.7380061590150457,0.7291258480350035,0.6990041413555677,0.7001650254720008,0.6959170312678201,0.7291258480350035,0.7176009911729295,0.710452026228493,0.7291258480350035,0.7380061590150457,0.7380061590150457,0.7225990720799419,0.6979649053674104,0.7014681726761128,0.7291258480350035,0.7380061590150457,0.6964065663947401,0.7380061590150457,0.7176009911729295,0.7225990720799419,0.7291258480350035,0.7291258480350035,0.6979649053674104,0.7380061590150457,0.7380061590150457,0.7380061590150457,0.7380061590150457,0.7225990720799419,0.7225990720799419,0.7176009911729295,0.7291258480350035,0.7176009911729295,0.7225990720799419,0.7001650254720008,0.7291258480350035,0.7225990720799419,0.7380061590150457,0.7136514186194016,0.7380061590150457,0.7291258480350035,0.7046027691562766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DBKX-DBKX01000126.1.k001,0.6799999999999999,0.7176009911729295,0.7507837494171504,0.6799999999999999,0.7086366843583891,0.7176009911729295,0.7001650254720008,0.707807770789676,0.707807770789676,0.7014681726761128,0.7029380120966049,0.7507837494171504,0.7014681726761128,0.7225990720799419,0.7136514186194016,0.6799999999999999,0.7507837494171504,0.8059101888919573,0.7707099806163874,0.707807770789676,0.7046027691562766,0.7029380120966049,0.7136514186194016,0.7380061590150457,0.7110423378969504,0.7136514186194016,0.6799999999999999,0.6799999999999999,0.7176009911729295,0.7014681726761128,0.7136514186194016,0.7136514186194016,0.8059101888919573,0.6993878198996877,0.6799999999999999,0.7380061590150457,0.7507837494171504,0.7707099806163874,0.7136514186194016,0.7014681726761128,0.6799999999999999,0.6799999999999999,0.8059101888919573,0.6799999999999999,0.7176009911729295,0.7176009911729295,0.7380061590150457,0.7707099806163874,0.7380061590150457,0.7176009911729295,0.710452026228493,0.7136514186194016,0.7176009911729295,0.8059101888919573,0.7707099806163874,0.6799999999999999,0.7707099806163874,0.7225990720799419,0.7380061590150457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DFNB-DFNB01000085.1.k001,0.8059101888919573,0.7176009911729295,0.7507837494171504,0.8059101888919573,0.7176009911729295,0.7507837494171504,0.7001650254720008,0.707807770789676,0.707807770789676,0.7055857873186165,0.707807770789676,0.7507837494171504,0.7055857873186165,0.7225990720799419,0.7707099806163874,0.8059101888919573,0.7507837494171504,0.8059101888919573,0.7707099806163874,0.707807770789676,0.7046027691562766,0.707807770789676,0.7707099806163874,0.7380061590150457,0.7225990720799419,0.7707099806163874,0.8059101888919573,0.8059101888919573,0.7507837494171504,0.7055857873186165,0.7136514186194016,0.7136514186194016,0.8059101888919573,0.6993878198996877,0.8059101888919573,0.7380061590150457,0.7507837494171504,0.7707099806163874,0.7136514186194016,0.7055857873186165,0.8059101888919573,0.8059101888919573,0.8059101888919573,0.8059101888919573,0.7507837494171504,0.7176009911729295,0.7380061590150457,0.7707099806163874,0.7380061590150457,0.7507837494171504,0.710452026228493,0.7707099806163874,0.7507837494171504,0.8059101888919573,0.7707099806163874,0.8059101888919573,0.7707099806163874,0.7225990720799419,0.7380061590150457,0.8059101888919573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DFNB-DFNB01000077.1.k001,0.7136514186194016,0.7161854602505096,0.7380061590150457,0.7136514186194016,0.6991557765456315,0.7161854602505096,0.6990041413555677,0.7055857873186165,0.7055857873186165,0.7001650254720008,0.7014681726761128,0.7380061590150457,0.7001650254720008,0.7176009911729295,0.0,0.7136514186194016,0.7380061590150457,0.7707099806163874,0.7507837494171504,0.7055857873186165,0.7029380120966049,0.7014681726761128,0.7176009911729295,0.7291258480350035,0.7086366843583891,0.7176009911729295,0.7136514186194016,0.7136514186194016,0.7161854602505096,0.7001650254720008,0.710452026228493,0.7176009911729295,0.7707099806163874,0.6961853287046873,0.7136514186194016,0.7291258480350035,0.7380061590150457,0.7507837494171504,0.7176009911729295,0.7001650254720008,0.7136514186194016,0.7136514186194016,0.7707099806163874,0.7136514186194016,0.7161854602505096,0.7161854602505096,0.7291258480350035,0.7507837494171504,0.7291258480350035,0.7161854602505096,0.707807770789676,0.7176009911729295,0.7161854602505096,0.7707099806163874,0.7507837494171504,0.7136514186194016,0.7507837494171504,0.7176009911729295,0.7291258480350035,0.7136514186194016,0.7707099806163874,0.0,0.0,0.0,0.0,0.0,0.0,0
almeida_2019-MGYG-HGUT-02817-c00016_GUT_GEN...k001,0.7136514186194016,0.3525473794712566,0.7380061590150457,0.7136514186194016,0.7064930723088361,0.7161854602505096,0.6959170312678201,0.7055857873186165,0.7055857873186165,0.7001650254720008,0.7014681726761128,0.7380061590150457,0.7001650254720008,0.7176009911729295,0.7176009911729295,0.7136514186194016,0.7380061590150457,0.7707099806163874,0.7507837494171504,0.7055857873186165,0.6979870926218361,0.7014681726761128,0.7176009911729295,0.7291258480350035,0.7086366843583891,0.7176009911729295,0.7136514186194016,0.7136514186194016,0.7161854602505096,0.7001650254720008,0.710452026228493,0.0,0.7707099806163874,0.69828059396644,0.7136514186194016,0.7291258480350035,0.7380061590150457,0.7507837494171504,0.0,0.7001650254720008,0.7136514186194016,0.7136514186194016,0.7707099806163874,0.7136514186194016,0.7161854602505096,0.3525473794712566,0.7291258480350035,0.7507837494171504,0.7291258480350035,0.7161854602505096,0.707807770789676,0.7176009911729295,0.7161854602505096,0.7707099806163874,0.7507837494171504,0.7136514186194016,0.7507837494171504,0.7176009911729295,0.7291258480350035,0.7136514186194016,0.7136514186194016,0.7176009911729295,0.0,0.0,0.0,0.0,0.0,0
parks_2017-DIHD-DIHD01000008.1.k001,0.7707099806163874,0.7380061590150457,0.7380061590150457,0.7707099806163874,0.7136514186194016,0.7380061590150457,0.6990041413555677,0.7055857873186165,0.7014681726761128,0.7001650254720008,0.7055857873186165,0.7161854602505096,0.7036924548344589,0.7176009911729295,0.7507837494171504,0.7707099806163874,0.7380061590150457,0.7707099806163874,0.7507837494171504,0.7014681726761128,0.707807770789676,0.7055857873186165,0.7507837494171504,0.7291258480350035,0.7176009911729295,0.7507837494171504,0.7707099806163874,0.7707099806163874,0.7380061590150457,0.7001650254720008,0.7046027691562766,0.7507837494171504,0.7707099806163874,0.69828059396644,0.7707099806163874,0.7291258480350035,0.7380061590150457,0.7507837494171504,0.7507837494171504,0.7001650254720008,0.7707099806163874,0.7707099806163874,0.7707099806163874,0.7707099806163874,0.7380061590150457,0.7380061590150457,0.7136514186194016,0.7507837494171504,0.7291258480350035,0.7380061590150457,0.7029380120966049,0.7507837494171504,0.7380061590150457,0.7707099806163874,0.7507837494171504,0.7707099806163874,0.7507837494171504,0.7176009911729295,0.7291258480350035,0.7707099806163874,0.7707099806163874,0.7507837494171504,0.7507837494171504,0.0,0.0,0.0,0.0,0
parks_2017-DIED-DIED01000005.1.k001,0.7507837494171504,0.7291258480350035,0.7291258480350035,0.7507837494171504,0.710452026228493,0.7291258480350035,0.7006377647898823,0.7001650254720008,0.7036924548344589,0.7020599104947127,0.7036924548344589,0.7136514186194016,0.6990041413555677,0.7136514186194016,0.7380061590150457,0.7507837494171504,0.7291258480350035,0.7507837494171504,0.7161854602505096,0.7001650254720008,0.7055857873186165,0.7001650254720008,0.7380061590150457,0.7225990720799419,0.7064930723088361,0.7380061590150457,0.7507837494171504,0.7507837494171504,0.7291258480350035,0.7020599104947127,0.7029380120966049,0.7380061590150457,0.7507837494171504,0.6972929699498351,0.7507837494171504,0.7110423378969504,0.7136514186194016,0.7380061590150457,0.7380061590150457,0.7020599104947127,0.7507837494171504,0.7507837494171504,0.7507837494171504,0.7507837494171504,0.7291258480350035,0.7291258480350035,0.7225990720799419,0.7161854602505096,0.7225990720799419,0.7291258480350035,0.7055857873186165,0.7380061590150457,0.7291258480350035,0.7507837494171504,0.7380061590150457,0.7507837494171504,0.7380061590150457,0.7064930723088361,0.7225990720799419,0.7507837494171504,0.7507837494171504,0.7380061590150457,0.7380061590150457,0.7380061590150457,0.0,0.0,0.0,0
parks_2017-DIED-DIED01000037.1.k002,0.6799999999999999,0.7176009911729295,0.7507837494171504,0.6799999999999999,0.7086366843583891,0.7176009911729295,0.7001650254720008,0.707807770789676,0.707807770789676,0.7014681726761128,0.7029380120966049,0.7507837494171504,0.7014681726761128,0.7225990720799419,0.7136514186194016,0.6799999999999999,0.7507837494171504,0.8059101888919573,0.7707099806163874,0.707807770789676,0.7046027691562766,0.7029380120966049,0.7136514186194016,0.7380061590150457,0.7110423378969504,0.7136514186194016,0.6799999999999999,0.6799999999999999,0.7176009911729295,0.7014681726761128,0.7136514186194016,0.7136514186194016,0.8059101888919573,0.6993878198996877,0.6799999999999999,0.7380061590150457,0.7507837494171504,0.7707099806163874,0.7136514186194016,0.7014681726761128,0.6799999999999999,0.6799999999999999,0.8059101888919573,0.6799999999999999,0.7176009911729295,0.7176009911729295,0.7380061590150457,0.7707099806163874,0.7380061590150457,0.7176009911729295,0.710452026228493,0.7136514186194016,0.7176009911729295,0.8059101888919573,0.7707099806163874,0.6799999999999999,0.7707099806163874,0.7225990720799419,0.7380061590150457,0.6799999999999999,0.8059101888919573,0.7136514186194016,0.7136514186194016,0.7707099806163874,0.7507837494171504,0.0,0.0,0
parks_2017-DJFO-DJFO01000033.1.k001,0.7136514186194016,0.7161854602505096,0.7380061590150457,0.7136514186194016,0.7064930723088361,0.7161854602505096,0.6990041413555677,0.7055857873186165,0.7055857873186165,0.7001650254720008,0.7014681726761128,0.7380061590150457,0.6965956033958567,0.7176009911729295,0.7176009911729295,0.7136514186194016,0.7380061590150457,0.7707099806163874,0.7507837494171504,0.7055857873186165,0.7029380120966049,0.7014681726761128,0.7176009911729295,0.7291258480350035,0.7086366843583891,0.7176009911729295,0.7136514186194016,0.7136514186194016,0.7161854602505096,0.7001650254720008,0.710452026228493,0.7176009911729295,0.7707099806163874,0.6961853287046873,0.7136514186194016,0.7291258480350035,0.7380061590150457,0.7507837494171504,0.7176009911729295,0.7001650254720008,0.7136514186194016,0.7136514186194016,0.7707099806163874,0.7136514186194016,0.7161854602505096,0.7161854602505096,0.7291258480350035,0.7507837494171504,0.7291258480350035,0.7161854602505096,0.707807770789676,0.7176009911729295,0.7161854602505096,0.7707099806163874,0.7507837494171504,0.7136514186194016,0.7507837494171504,0.7176009911729295,0.7291258480350035,0.7136514186194016,0.7707099806163874,0.7176009911729295,0.7176009911729295,0.7507837494171504,0.7380061590150457,0.7136514186194016,0.0,0
parks_2017-DIHD-DIHD01000009.1.k002,0.7225990720799419,0.7136514186194016,0.7136514186194016,0.7225990720799419,0.7036924548344589,0.7136514186194016,0.6954186289846114,0.6970300893497188,0.6946538668898596,0.6940755130480003,0.6970300893497188,0.7064930723088361,0.6919510459523746,0.7014681726761128,0.7176009911729295,0.7225990720799419,0.7136514186194016,0.7225990720799419,0.7086366843583891,0.6970300893497188,0.7006377647898823,0.6970300893497188,0.7176009911729295,0.7046027691562766,0.7014681726761128,0.7176009911729295,0.7225990720799419,0.7225990720799419,0.7136514186194016,0.6940755130480003,0.6990041413555677,0.7176009911729295,0.7225990720799419,0.6934940721742131,0.7225990720799419,0.7046027691562766,0.7136514186194016,0.7086366843583891,0.7176009911729295,0.6940755130480003,0.7225990720799419,0.7225990720799419,0.7225990720799419,0.7225990720799419,0.7136514186194016,0.7136514186194016,0.7046027691562766,0.7086366843583891,0.7046027691562766,0.7136514186194016,0.6952681812865013,0.7086366843583891,0.7064930723088361,0.7225990720799419,0.7176009911729295,0.7225990720799419,0.7086366843583891,0.6972929699498351,0.710452026228493,0.7225990720799419,0.7225990720799419,0.7176009911729295,0.7176009911729295,0.7176009911729295,0.6991557765456315,0.7225990720799419,0.7176009911729295,0
