DATASET_BINARY
SEPARATOR COMMA
DATASET_LABEL,Contig edge
Burkholderia pseudomallei|CFVS01000004|c2,1
Burkholderia pseudomallei|CFWE01000012|c1,-1
Burkholderia pseudomallei|CFZT01000019|c1,-1
Burkholderia pseudomallei 1026b|CP002834|c9,-1
Burkholderia pseudomallei MSHR4308|JPVB01000003|c11,-1
Burkholderia pseudomallei|CSSW01000018|c1,-1
Burkholderia pseudomallei|JQIK01000006|c5,-1
Burkholderia pseudomallei|CFVW01000004|c1,-1
Burkholderia pseudomallei|CSKZ01000006|c1,-1
Burkholderia pseudomallei|CFVO01000001|c1,-1
Burkholderia pseudomallei|CSNW01000018|c1,-1
Burkholderia pseudomallei|CFXK01000019|c1,-1
Burkholderia pseudomallei MSHR840|CP009473|c13,-1
Burkholderia pseudomallei|CFVL01000005|c1,-1
Burkholderia pseudomallei|CSLU01000018|c1,-1
Burkholderia pseudomallei 668|CP000571|c9,-1
Burkholderia pseudomallei|CFVN01000001|c1,-1
Burkholderia pseudomallei|CSMB01000020|c1,-1
Burkholderia pseudomallei|CP009546|c12,-1
Burkholderia pseudomallei MSHR62|CP009234|c9,-1
Burkholderia pseudomallei|CFVX01000002|c4,-1
Burkholderia pseudomallei|CSLI01000001|c2,-1
Burkholderia pseudomallei MSHR4462|JPQM01000003|c7,-1
Burkholderia pseudomallei|JYBI01000001|c1,-1
Burkholderia pseudomallei|CSRV01000018|c1,1
Burkholderia pseudomallei|CIAV01000005|c1,-1
Burkholderia pseudomallei|CSOU01000018|c1,1
Burkholderia pseudomallei|CFWL01000020|c1,-1
Burkholderia pseudomallei|CIGS01000017|c1,-1
Burkholderia pseudomallei|CGEV01000021|c1,-1
Burkholderia pseudomallei|CGFK01000005|c1,-1
Burkholderia pseudomallei|CFVV01000022|c1,-1
Burkholderia pseudomallei|CHFD01000022|c1,-1
Burkholderia pseudomallei|CSKM01000001|c1,-1
Burkholderia pseudomallei|CIJK01000018|c1,-1
Burkholderia pseudomallei|CSOX01000016|c1,-1
Burkholderia pseudomallei|CSOW01000021|c1,-1
Burkholderia pseudomallei|CGFW01000019|c1,-1
Burkholderia pseudomallei|CFNO01000001|c1,-1
Burkholderia pseudomallei|CGFB01000005|c2,-1
Burkholderia pseudomallei|CGFU01000020|c1,-1
Burkholderia pseudomallei|CWJD01000020|c1,-1
Burkholderia pseudomallei|CFWF01000005|c2,-1
Burkholderia pseudomallei|CSKR01000004|c1,-1
Burkholderia pseudomallei|CFVT01000006|c2,-1
Burkholderia pseudomallei|CSKA01000001|c1,-1
Burkholderia pseudomallei MSHR4012|JPVH01000006|c5,-1
Burkholderia pseudomallei|CSKE01000004|c2,-1
Burkholderia pseudomallei|CSKP01000020|c1,-1
Burkholderia pseudomallei|CIAU01000004|c2,-1
Burkholderia pseudomallei|CSKS01000004|c1,-1
Burkholderia pseudomallei|CWJC01000003|c1,-1
Burkholderia pseudomallei|CGFR01000019|c1,-1
Burkholderia pseudomallei|CSRL01000019|c1,-1
Burkholderia pseudomallei|CSLN01000001|c1,-1
Burkholderia pseudomallei|CP009127|c11,-1
Burkholderia pseudomallei K96243|BX571966|c8,-1
Burkholderia pseudomallei MSHR4032|JPQL01000005|c5,-1
Burkholderia pseudomallei|CSLS01000018|c1,-1
Burkholderia pseudomallei|CSKL01000002|c4,-1
Burkholderia pseudomallei MSHR7500|JREN01000004|c2,-1
Burkholderia pseudomallei MSHR303|JQDD01000009|c2,-1
Burkholderia pseudomallei|CFWB01000005|c2,-1
Burkholderia pseudomallei|CP012577|c11,-1
Burkholderia pseudomallei HBPUB10134a|CP008912|c6,-1
Burkholderia pseudomallei|CHKR01000002|c4,-1
Burkholderia pseudomallei|CSPL01000018|c1,1
Burkholderia pseudomallei|CHKS01000004|c2,-1
Burkholderia pseudomallei MSHR5855|CP008783|c10,-1
Burkholderia pseudomallei|CFWQ01000019|c1,-1
Burkholderia pseudomallei|CIHR01000017|c1,-1
Burkholderia pseudomallei|CSOV01000019|c1,-1
Burkholderia pseudomallei|CSKJ01000001|c4,-1
Burkholderia pseudomallei|CFXP01000020|c1,-1
Burkholderia pseudomallei|CIGP01000007|c1,-1
Burkholderia pseudomallei|CSLM01000002|c4,-1
Burkholderia pseudomallei|CSLF01000001|c1,-1
Burkholderia pseudomallei|CSKH01000001|c4,-1
Burkholderia pseudomallei|CGHC01000005|c2,1
Burkholderia pseudomallei|CGHK01000020|c1,-1
Burkholderia pseudomallei|CFWD01000004|c2,-1
Burkholderia pseudomallei MSHR2543|CP009477|c9,-1
Burkholderia pseudomallei|CSME01000019|c1,-1
Burkholderia pseudomallei MSHR3458|JQOB01000005|c3,-1
Burkholderia pseudomallei TSV 25|JPVK01000015|c1,-1
Burkholderia pseudomallei|CFWC01000003|c1,-1
Burkholderia pseudomallei|CP008779|c4,-1
Burkholderia pseudomallei|CFVZ01000004|c1,-1
Burkholderia pseudomallei|CSLP01000009|c1,-1
Burkholderia pseudomallei MSHR346|ACOJ01000001|c4,-1
Burkholderia mallei SAVP1|CP000525|c2,-1
Burkholderia pseudomallei|CSKB01000005|c1,-1
Burkholderia pseudomallei|CWJF01000005|c2,-1
Burkholderia pseudomallei|CSSV01000018|c1,-1
Burkholderia pseudomallei MSHR4304|JPOA01000001|c4,-1
Burkholderia pseudomallei 1710a|CM000833|c2,1
Burkholderia pseudomallei|CSKK01000001|c1,-1
Burkholderia pseudomallei K96243|CP009537|c14,1
Burkholderia pseudomallei|CFKW01000004|c2,-1
Burkholderia pseudomallei|CFVK01000001|c4,-1
Burkholderia pseudomallei MSHR3960|JPVJ01000012|c2,-1
Burkholderia pseudomallei NCTC 13178|CP004002|c9,-1
Burkholderia pseudomallei|CFZV01000019|c1,-1
Burkholderia pseudomallei|CSPM01000019|c1,-1
Burkholderia pseudomallei|CGFL01000021|c1,-1
Burkholderia pseudomallei|CSMH01000017|c1,-1
Burkholderia pseudomallei|CSKN01000004|c2,-1
Burkholderia pseudomallei|CSQB01000019|c1,-1
Burkholderia pseudomallei|CSKW01000004|c2,-1
Burkholderia pseudomallei|CSKC01000001|c5,-1
Burkholderia pseudomallei|JQII01000001|c3,-1
Burkholderia pseudomallei MSHR491|CP009484|c9,-1
Burkholderia pseudomallei 406e|CP009297|c10,-1
Burkholderia pseudomallei A79A|CP009164|c5,-1
Burkholderia pseudomallei|CIJQ01000019|c1,-1
Burkholderia pseudomallei|CSKD01000001|c1,-1
Burkholderia pseudomallei|CFWT01000019|c1,-1
Burkholderia pseudomallei|CSKT01000004|c1,-1
Burkholderia pseudomallei|CSKQ01000002|c2,-1
Burkholderia pseudomallei|CSRH01000018|c1,-1
Burkholderia pseudomallei|CGFD01000010|c1,-1
Burkholderia pseudomallei|CSLH01000005|c1,-1
Burkholderia pseudomallei|CHKY01000018|c1,-1
Burkholderia pseudomallei|CGFE01000001|c1,-1
Burkholderia pseudomallei|CSKX01000021|c1,-1
Burkholderia pseudomallei|CGEY01000004|c2,-1
Burkholderia pseudomallei|CIBF01000016|c1,-1
Burkholderia pseudomallei|CGHG01000001|c1,-1
Burkholderia pseudomallei|CSLG01000005|c2,-1
Burkholderia pseudomallei|CFZL01000018|c1,-1
Burkholderia pseudomallei|CSQA01000020|c1,-1
Burkholderia pseudomallei|CSPA01000019|c1,-1
Burkholderia pseudomallei MSHR983|JQDI01000008|c9,-1
Burkholderia pseudomallei MSHR3951|JPVA01000006|c3,-1
Burkholderia pseudomallei|CSLJ01000006|c1,-1
Burkholderia pseudomallei Pasteur 52237|CP009898|c8,-1
Burkholderia pseudomallei|CFYP01000019|c1,-1
Burkholderia pseudomallei|CSNO01000019|c1,-1
Burkholderia pseudomallei HBPUB10303a|CP008893|c4,-1
Burkholderia pseudomallei|CFVU01000004|c2,-1
Burkholderia pseudomallei|CSLO01000008|c1,-1
Burkholderia pseudomallei ABCPW 30|JPVF01000008|c1,-1
Burkholderia pseudomallei NAU20B-16|CP004004|c8,-1
Burkholderia pseudomallei|CSLE01000006|c2,-1
Burkholderia pseudomallei|CHFI01000018|c1,-1
Burkholderia pseudomallei|CGFJ01000020|c1,-1
Burkholderia pseudomallei|CIGV01000018|c1,-1
Burkholderia pseudomallei|CIBE01000022|c1,-1
Burkholderia pseudomallei|CSLD01000008|c2,-1
Burkholderia pseudomallei BPC006|CP003782|c9,-1
Burkholderia pseudomallei|CIGK01000007|c1,-1
Burkholderia pseudomallei|CSQC01000019|c1,-1
Burkholderia pseudomallei|CP008782|c5,-1
Burkholderia pseudomallei|CIKM01000012|c2,-1
Burkholderia pseudomallei|CIAW01000001|c4,-1
Burkholderia pseudomallei|CFWJ01000023|c1,-1
Burkholderia pseudomallei BDU 2|JPVG01000009|c5,-1
Burkholderia pseudomallei|CFVI01000002|c4,-1
Burkholderia pseudomallei MSHR3965|CP009152|c9,-1
Burkholderia pseudomallei|CFZI01000018|c1,-1
Burkholderia pseudomallei MSHR4375|JPVI01000007|c4,-1
Burkholderia pseudomallei|CSLC01000019|c1,-1
Burkholderia pseudomallei|CFXG01000017|c1,-1
Burkholderia pseudomallei|CSLK01000020|c1,-1
Burkholderia pseudomallei|CFNN01000002|c1,-1
Burkholderia pseudomallei|CSKG01000003|c2,-1
Burkholderia pseudomallei 576|CP008778|c11,-1
Burkholderia pseudomallei|CFVM01000011|c1,-1
Burkholderia pseudomallei|CSKV01000024|c1,-1
Burkholderia pseudomallei|CSLA01000023|c1,-1
Burkholderia pseudomallei B03|CP009150|c7,-1
Burkholderia pseudomallei|JYBK01000026|c1,-1
Burkholderia pseudomallei 1106a|CP000573|c9,-1
Burkholderia pseudomallei|CSLL01000022|c1,-1
Burkholderia pseudomallei|CFXB01000018|c1,-1
Burkholderia pseudomallei|CSNM01000020|c1,-1
Burkholderia pseudomallei|CHFE01000004|c2,-1
Burkholderia pseudomallei ABCPW 91|JPUY01000005|c4,-1
Burkholderia pseudomallei|CGHT01000019|c1,-1
Burkholderia pseudomallei|CFXU01000017|c1,-1
Burkholderia pseudomallei|CSMS01000020|c1,-1
Burkholderia pseudomallei MSHR465J|JPZW01000007|c4,-1
Burkholderia pseudomallei|CSNB01000018|c1,-1
Burkholderia pseudomallei 576|ACCE01000001|c3,-1
Burkholderia pseudomallei|CFZB01000021|c1,-1
Burkholderia pseudomallei|JQIL01000006|c4,-1
Burkholderia pseudomallei|CSKF01000004|c1,-1
Burkholderia pseudomallei|CSSB01000018|c1,1
Xanthomonas campestris pv cannabis|JSZE01000137|c1,1
Candidatus Endobugula sertula|EF032014|c1,1
Candidatus Endobugula sertula|DQ889941|c1,1
bryostatin,1
Xanthomonas campestris pv cannabis|JSZF01000096|c1,1
Pseudomonas sp 2663|FR901464|HM047288,-1
Burkholderia sp FERM BP-3421|KJ461964|c1,-1
thailanstatin,-1
Burkholderia thailandensis|JX307851|c1,-1
Burkholderia thailandensis MSMB121|CP004096|c2,-1
Pseudomonas sp 2663|HM047288|c1,-1
Burkholderia thailandensis MSMB43|JH692066|c1,-1
Burkholderia sp 2002721687|CP009548|c1,-1
FR901464,-1
Candidatus Profftella armatura|CP012591|c2,-1
diaphorin,-1
pederin,1
onnamide,1
psymberin,1
symbiont bacterium of Theonella swinhoei Bacteria|AY688304|c1,1
Nostoc sp Peltigera membranacea cyanobiont|GQ979609|c1,1
nosperin,1
Candidatus Profftella armatura|CP003468|c2,-1
symbiont bacterium of Paederus fuscipes Bacteria|AY328023|c1,1
Paenibacillus sp IHB B 3415|JUEI01000066|c1,1
Clostridium saccharoperbutylacetonicum N1-4HMT|CP004121|c2,-1
Paenibacillus tyrfis|JNVM01000036|c1,-1
Gynuella sunshinyii YC6258|CP007142|c18,-1
Burkholderia pseudomallei|JOTZ01000104|c1,-1
Burkholderia mallei|JNUZ01000153|c1,-1
Burkholderia pseudomallei 305|AAYX01000006|c1,-1
Burkholderia mallei 2002721280|CH899695|c1,-1
Burkholderia pseudomallei Pakistan 9|ACKA01000022|c1,-1
Burkholderia pseudomallei|CFVU01000030|c1,-1
Burkholderia pseudomallei 354a|AGVS01000451|c1,-1
Burkholderia pseudomallei|JYBI01000013|c3,-1
Burkholderia mallei GB8 horse 4|AAHO01000085|c1,-1
Burkholderia pseudomallei 354e|AHJD01000153|c1,-1
Burkholderia pseudomallei|JYBK01000021|c1,-1
Burkholderia mallei NCTC 10247|CP000547|c4,-1
Burkholderia pseudomallei|JOTY01000132|c1,-1
Burkholderia mallei FMH|DS264095|c3,-1
Burkholderia pseudomallei|JYBG01000042|c4,-1
Burkholderia pseudomallei|JOTX01000131|c1,-1
Burkholderia sp ABCPW 111|JPWT01000074|c1,-1
Brevibacillus laterosporus|CP011076|c4,-1
Brevibacillus laterosporus PE36|AXBT01000024|c1,-1
Streptomyces aurantiacus JA 4570|AOPZ01000159|c1,1
Clostridium papyrosolvens DSM 2782|ACXX02000026|c1,1
etnangien,-1
Sorangium cellulosum So ce56|AM746676|c14,-1
Burkholderia gladioli|CP009322|c1,-1
sorangicin,-1
Sorangium cellulosum|HM584908|c1,-1
Kordia algicida OT-1|ABIB01000015|c1,1
Fulvivirga imtechensis AK7|AMZN01000028|c1,-1
Massilia sp Root335|LMCY01000011|c2,-1
Gynuella sunshinyii YC6258|CP007142|c7,-1
Leptolyngbya sp PCC 7375|ALVN01000014|c2,-1
phormidolide,-1
Dickeya zeae EC1|CP006929|c6,-1
oocydin_Smar,-1
Serratia marcescens|JX315603|c1,-1
Serratia plymuthica 4Rx13|CP006250|c7,-1
Serratia plymuthica|JX315604|c1,-1
oocydin_Ddad,-1
Dickeya paradisiaca Ech703|CP001654|c1,-1
Dickeya solani D s0432-1|AMWE01000004|c3,-1
Chromobacterium violaceum|JYGI01000030|c2,-1
Ralstonia solanacearum CFBP2957|FP885907|c3,-1
Pseudomonas sp Os17|AP014627|c2,-1
Pseudomonas protegens Pf-5|CP000076|c4,-1
Ralstonia solanacearum PSI07|FP885891|c2,-1
Paraburkholderia endofungorum|HE963103|c1,1
rhizoxins,1
Paraburkholderia rhizoxinica HKI 454|FR687359|c3,1
Paraburkholderia rhizoxinica|AM411073|c1,1
calyculin,1
kalimantacin_batumin,-1
Pseudomonas fluorescens|GU479979|c1,-1
Pseudomonas batumici|JXDG01000003|c1,-1
Gynuella sunshinyii YC6258|CP007142|c10,-1
Candidatus Magnetomorum sp HK-1|JPDT01000569|c2,-1
Candidatus Magnetomorum sp HK-1|JPDT01000569|c1,-1
Bacillus sp FJAT-27238|LGJF01000001|c3,-1
Brevibacillus formosus|LDCN01000001|c6,-1
Brevibacillus sp BC25|AKIX01000013|c1,-1
Brevibacillus brevis NBRC 100599|AP008955|c9,-1
elansolid_Cpin,-1
elansolid_Csan,-1
Chitinophaga pinensis DSM 2588|CP001699|c13,-1
Chitinophaga sancti|HQ680975|c1,1
Paenibacillus sp ICGEB2008|AMQU01000019|c1,1
Paenibacillus polymyxa CR1|CP006941|c8,-1
Paenibacillus polymyxa SQR-21|CP006872|c10,-1
Paenibacillus polymyxa|JYCW01000008|c1,1
Paenibacillus polymyxa|JTHO01000001|c1,-1
Paenibacillus polymyxa SC2|CP002213|c9,-1
Paenibacillus polymyxa|CP009909|c3,-1
Paenibacillus polymyxa M1|HE577054|c9,-1
Paenibacillus peoriae|CP011512|c10,-1
Paenibacillus polymyxa E681|CP000154|c6,-1
Paenibacillus polymyxa|CP010268|c10,-1
Bacillus amyloliquefaciens|LGYP01000013|c2,-1
Bacillus subtilis|CP009684|c14,-1
Streptococcus pneumoniae|CQZO01000002|c1,-1
Bacillus amyloliquefaciens|LJAU01000002|c1,1
Bacillus amyloliquefaciens|JZDI01000018|c1,1
Bacillus sp 916|AFSU01000053|c1,1
Bacillus sp LK7|LDUN01000025|c1,1
Bacillus velezensis|LGAT01000016|c1,1
Bacillus velezensis|JYGH01000015|c1,1
Bacillus amyloliquefaciens|LJDI01000011|c1,1
Bacillus amyloliquefaciens|JUDU01000022|c1,1
Bacillus velezensis|LGAU01000015|c1,1
Bacillus subtilis|JPYY01000001|c1,-1
Bacillus amyloliquefaciens EBL11|JCOC01000003|c4,-1
Bacillus amyloliquefaciens Y2|CP003332|c11,-1
Bacillus velezensis|CP011347|c3,-1
Bacillus amyloliquefaciens LFB112|CP006952|c11,-1
Bacillus amyloliquefaciens KHG19|CP007242|c10,-1
Bacillus velezensis TrigoCor1448|CP007244|c10,-1
Bacillus velezensis UCMB5033|HG328253|c11,-1
Bacillus velezensis|JTKJ02000012|c1,-1
Bacillus amyloliquefaciens|CP010556|c10,-1
Bacillus velezensis CAU B946|HE617159|c11,-1
Bacillus velezensis UCMB5036|HF563562|c10,-1
Bacillus amyloliquefaciens CC178|CP006845|c11,-1
Bacillus velezensis FZB42|AJ634062|c1,-1
Bacillus velezensis|LHCC01000001|c3,-1
Bacillus amyloliquefaciens subsp plantarum str FZB42|CP000560|c11,-1
Bacillus velezensis M27|AMPK01000007|c1,-1
Bacillus sp BH072|CP009938|c13,-1
Bacillus velezensis|CP009679|c11,-1
Bacillus amyloliquefaciens EGD-AQ14|AVQH01000012|c2,-1
Bacillus velezensis NAU-B3|HG514499|c3,-1
Bacillus velezensis SQR9|CP006890|c11,-1
Bacillus velezensis UCMB5113|HG328254|c10,-1
Bacillus velezensis|CP011686|c10,-1
Bacillus subtilis|CP009749|c11,-1
Bacillus subtilis|CP009611|c10,-1
Bacillus velezensis YAU B9601-Y2|HE774679|c11,-1
Bacillus velezensis|CP011346|c12,-1
Bacillus velezensis NJN-6|CP007165|c11,-1
Bacillus amyloliquefaciens|CP011278|c10,-1
difficidin,-1
Bacillus sp Pc3|CP010406|c11,-1
Bacillus sp 5B6|AJST01000001|c10,-1
Bacillus amyloliquefaciens IT-45|CP004065|c3,-1
Bacillus velezensis|LJJY01000002|c1,-1
Bacillus velezensis AS433|CP003838|c11,-1
Bacillus velezensis|JXAM01000022|c1,-1
Bacillus velezensis|LGAT01000001|c1,-1
Bacillus sp LK7|LDUN01000002|c7,1
Bacillus amyloliquefaciens|LJAU01000005|c1,1
Bacillus amyloliquefaciens|CYHP01000085|c1,1
Streptococcus pneumoniae|CQZO01000005|c1,1
Bacillus velezensis|JYGH01000020|c3,1
Bacillus amyloliquefaciens|CYHL01000064|c1,1
Bacillus velezensis|LGAU01000005|c1,1
Bacillus amyloliquefaciens|JZDI01000005|c1,1
Bacillus amyloliquefaciens|JUDU01000026|c1,1
Bacillus amyloliquefaciens|JQNZ01000018|c1,1
Bacillus amyloliquefaciens UASWS BA1|AWQY01000004|c4,1
Bacillus amyloliquefaciens|LJDI01000008|c1,1
Streptomyces auratus AGR0001|AJGV01000169|c1,1
Burkholderia gladioli|JPGG01000010|c1,1
Burkholderia gladioli|JX173632|c1,-1
Burkholderia gladioli BSR3|CP002599|c3,-1
bongkrekic_acid,-1
Pelosinus fermentans JBW45|CP010978|c10,-1
Bacillus cereus BAG5X1-1|AHDJ01000066|c1,1
Burkholderia gladioli|CP009322|c8,-1
Burkholderia gladioli|JPGG01000016|c7,-1
Paenibacillus sp MAEPY1|AWUJ01000024|c1,1
Paenibacillus sp MAEPY2|AWUK01000050|c1,1
Geobacter uraniireducens Rf4|CP000698|c3,-1
Clostridium papyrosolvens DSM 2782|ACXX02000007|c1,1
Bacillus atrophaeus C89|AJRJ01000086|c1,1
Bacillus amyloliquefaciens|LGYP01000009|c2,1
Bacillus amyloliquefaciens|CYHL01000089|c1,1
Bacillus amyloliquefaciens|JUDU01000055|c1,1
Bacillus atrophaeus C89|AJRJ01000085|c1,1
Bacillus sp 916|AFSU01000083|c1,1
Bacillus subtilis|JXHR01000025|c1,-1
Bacillus subtilis|CYHS01000004|c1,1
Bacillus cereus|CYHI01000673|c1,1
Bacillus subtilis|CP011051|c11,-1
Bacillus subtilis subsp subtilis str BAB-1|CP004405|c4,-1
Bacillus subtilis XF-1|CP004019|c4,-1
Paenibacillus pini JCM 16418|BAVZ01000003|c1,-1
Streptococcus pneumoniae|CLUP01000018|c1,-1
Bacillus sp 916|AFSU01000081|c1,1
Bacillus amyloliquefaciens|CYHL01000016|c1,1
Bacillus cereus|CYHI01000667|c1,1
Bacillus subtilis subsp subtilis str 168|U11039|c1,1
Bacillus velezensis|CP011347|c7,-1
Bacillus subtilis subsp inaquosorum KCTC 13429|AMXN01000003|c2,-1
Bacillus amyloliquefaciens XH7|CP002927|c7,-1
Bacillus velezensis TrigoCor1448|CP007244|c6,-1
Bacillus velezensis M27|AMPK01000010|c2,-1
Bacillus velezensis|CP009679|c7,-1
Bacillus sp Pc3|CP010406|c2,-1
Bacillus velezensis FZB42|AJ634060|c1,-1
Bacillus subtilis|CP009748|c5,-1
Bacillus amyloliquefaciens KHG19|CP007242|c6,-1
Bacillus amyloliquefaciens|CYHP01000093|c1,-1
Bacillus velezensis|LHCC01000002|c1,-1
Bacillus sp LK7|LDUN01000002|c3,-1
Bacillus velezensis CAU B946|HE617159|c7,-1
Bacillus amyloliquefaciens LFB112|CP006952|c7,-1
Bacillus subtilis|CP009749|c7,-1
Bacillus amyloliquefaciens UASWS BA1|AWQY01000002|c2,-1
Streptococcus pneumoniae|CQZO01000001|c4,-1
Bacillus velezensis|CP011686|c6,-1
Bacillus amyloliquefaciens|JQNZ01000020|c5,-1
Bacillus velezensis NAU-B3|HG514499|c7,-1
Bacillus velezensis|CP011346|c8,-1
Bacillus velezensis SQR9|CP006890|c7,-1
Bacillus amyloliquefaciens subsp plantarum str FZB42|CP000560|c7,-1
Bacillus velezensis|JTKJ02000015|c1,-1
Bacillus velezensis UCMB5033|HG328253|c7,-1
Bacillus velezensis NJN-6|CP007165|c7,-1
Bacillus amyloliquefaciens LL3|CP002634|c5,-1
Bacillus amyloliquefaciens TA208|CP002627|c7,-1
Bacillus amyloliquefaciens|LJAU01000018|c2,-1
bacillaene_Bamy,-1
Bacillus amyloliquefaciens|JZDI01000001|c2,-1
Bacillus sp BH072|CP009938|c9,-1
Bacillus velezensis|JYGH01000014|c5,-1
Bacillus velezensis|LJJY01000001|c2,-1
Bacillus subtilis|CP009684|c9,-1
Bacillus velezensis UCMB5036|HF563562|c6,-1
Bacillus velezensis YAU B9601-Y2|HE774679|c7,-1
Bacillus subtilis|CP009611|c6,-1
Bacillus amyloliquefaciens EBL11|JCOC01000001|c2,-1
Bacillus velezensis|JXAM01000028|c1,-1
Bacillus velezensis AS433|CP003838|c7,-1
Bacillus velezensis|LGAT01000004|c1,-1
Bacillus amyloliquefaciens CC178|CP006845|c7,-1
Bacillus amyloliquefaciens EGD-AQ14|AVQH01000001|c2,-1
Bacillus amyloliquefaciens|LJDI01000007|c1,-1
Bacillus amyloliquefaciens|CP011278|c6,-1
Bacillus velezensis UCMB5113|HG328254|c6,-1
Bacillus amyloliquefaciens|CP010556|c6,-1
Bacillus amyloliquefaciens IT-45|CP004065|c7,-1
Bacillus subtilis|JPYY01000002|c1,-1
Bacillus amyloliquefaciens DSM 7|FN597644|c5,-1
Bacillus amyloliquefaciens Y2|CP003332|c7,-1
Bacillus sp 5B6|AJST01000001|c6,-1
Bacillus velezensis|LGAU01000004|c1,-1
Bacillus subtilis|LN649259|c5,-1
Bacillus subtilis|CP011882|c8,-1
Bacillus atrophaeus 1942|CP002207|c3,-1
Bacillus subtilis QH-1|AZQS01000003|c3,-1
Bacillus atrophaeus subsp globigii|CP007640|c3,-1
Bacillus subtilis|CYHN01000020|c1,-1
Bacillus subtilis subsp subtilis str OH 1311|CP007409|c5,-1
Bacillus subtilis subsp subtilis|CP010314|c5,-1
Bacillus subtilis|LFOC01000002|c2,-1
Bacillus subtilis|CP011534|c4,-1
Bacillus subtilis subsp spizizenii ATCC 6633|ADGS01000013|c1,-1
bacillaene_Bsub,-1
Bacillus subtilis|CP010053|c5,-1
Bacillus subtilis|JMNA01000003|c2,-1
Bacillus subtilis|LDUW01000007|c1,-1
Bacillus subtilis|CYHQ01000031|c1,1
Streptococcus pneumoniae|CHTU01000001|c2,-1
Bacillus subtilis PY79|CP006881|c5,-1
Bacillus subtilis subsp subtilis str RO-NN-1|CP002906|c4,-1
Bacillus subtilis subsp subtilis|JPVX01000003|c1,-1
Bacillus subtilis|CYHJ01000033|c1,-1
Bacillus subtilis subsp subtilis str 168|AL009126|c5,-1
Bacillus tequilensis|LGRW01000002|c2,-1
Bacillus subtilis HJ5|CP007173|c4,-1
Bacillus subtilis|CP009796|c4,-1
Bacillus subtilis E1|CAUC01000006|c3,-1
Bacillus subtilis subsp spizizenii TU-B-10|CP002905|c4,-1
Bacillus subtilis|JYFL01000003|c3,-1
Bacillus subtilis subsp subtilis str SC-8|AGFW01000009|c1,-1
Bacillus subtilis|JMEF01000012|c1,-1
Bacillus subtilis subsp subtilis str BSP1|CP003695|c7,-1
Bacillus subtilis subsp subtilis str JH642 substr AG174|CP007800|c5,-1
Bacillus subtilis subsp subtilis|JPVW01000002|c1,-1
Bacillus sp EGD-AK10|AVPM01000001|c1,-1
Bacillus atrophaeus|CP010778|c3,-1
Bacillus subtilis subsp subtilis str 168|CP010052|c5,-1
Bacillus subtilis subsp spizizenii str W23|CP002183|c5,-1
Bacillus sp A053|JXAJ01000002|c4,-1
Bacillus subtilis|CYHO01000081|c1,-1
Bacillus sp JS|CP003492|c5,-1
Bacillus subtilis|JPNZ01000001|c3,-1
Bacillus atrophaeus UCMB-5137|CP011802|c3,-1
Bacillus subtilis BEST7003|AP012496|c6,-1
Bacillus sp LM 4-2|CP011101|c4,-1
Bacillus subtilis subsp niger|JMTJ01000003|c7,-1
Bacillus subtilis subsp spizizenii|CP010434|c5,-1
Bacillus subtilis subsp subtilis str AG1839|CP008698|c5,-1
Bacillus sp YP1|CP010014|c5,-1
Jeotgalibacillus marinus|LILA01000001|c3,-1
Bacillus subtilis KCTC 1028|CP011115|c5,-1
Bacillus subtilis QB928|CP003783|c5,-1
Bacillus subtilis BSn5|CP002468|c11,-1
Bacillus subtilis MB732|AOTY01000002|c3,-1
Bacillus sp BSC154|JPWY01000019|c4,-1
Bacillus subtilis TO-A|CP005997|c5,-1
Bacillus murimartini|LGUH01000004|c2,-1
Bacillus subtilis subsp subtilis 6051-HGW|CP003329|c5,-1
Bacillus subtilis|JXLQ01000013|c2,-1
Pseudoalteromonas sp SANK 73390|FN689524|c1,-1
Pseudoalteromonas luteoviolacea 2ta16|AUSV01000137|c1,1
thiomarinol,-1
mupirocin,-1
Pseudomonas fluorescens|AF318063|c1,1
Pseudomonas sp BRG-100|JPRX01000001|c3,-1
Brevibacillus sp Leaf182|LMPN01000030|c1,-1
Thioploca ingrica|AP014633|c5,-1
myxovirescin,-1
Myxococcus xanthus DK 1622|CP000113|c14,-1
Herbaspirillum sp CF444|AKJW01000011|c1,-1
Duganella sp Leaf61|LMLM01000033|c1,-1
Serratia fonticola AU-P33|ASZB01000003|c1,-1
Candidatus Magnetomorum sp HK-1|JPDT01000312|c1,1
Pelosinus fermentans JBW45|CP010978|c9,-1
Pseudomonas sp GM17|AKJU01000004|c1,1
Ralstonia solanacearum Po82|CP002820|c3,1
Ralstonia solanacearum P673|JALO01000221|c1,1
blood disease bacterium R229|FR854071|c2,-1
Photorhabdus luminescens subsp luminescens|JXSK01000001|c3,-1
Pelosinus fermentans JBW45|CP010978|c1,-1
Gynuella sunshinyii YC6258|CP007142|c11,-1
Bacillus velezensis SQR9|CP006890|c2,-1
Sporomusa ovata DSM 2662|ASXP01000007|c1,-1
Bacillus subtilis|CP009749|c2,-1
Bacillus velezensis|CP011347|c12,-1
Streptomyces griseoflavus Tu4000|GG657758|c21,-1
Paenibacillus sp FSL R5-808|ASPT01000003|c1,-1
Paenibacillus mucilaginosus KNP414|CP002869|c2,-1
Paenibacillus sp JCM 10914|BAUO01000002|c1,-1
Paenibacillus mucilaginosus 3016|CP003235|c2,-1
